insured_address_state,Industry Code,Category,input_gl_revenue,input_gl_employee,input_gl_gl_limit,input_gl_gl_deductible,input_property_bldg_limit,input_property_num_claims,input_property_town_grade,input_property_content_limit,input_property_bldg_deductible,input_property_cont_deductible,input_property_construction_class,output_premium_crime_prem,output_premium_eq_premium,output_premium_ebi_premium,output_premium_bldg_premium,output_premium_flood_premium,output_premium_content_premium,output_premium_on_prem_gl_prem,output_premium_products_gl_prem,output_premium_business_interuption_prem,output_premium_total_total_prem,output_debug_sd_factor_bi,output_debug_sd_factor_gl,output_debug_sd_factor_prop,vlookup for column P
Ontario,5715,Retail,"$45,421.00",2,"$1,000,000.00","$1,000.00",0,0,3,"$25,000.00","$1,000.00","$1,000.00",4,$376.50,$1.65,$79.00,$0.00,$0.00,$262.97,$410.43,$0.00,$119.45,"$1,250.00",1,1,1,$1.65
Ontario,5715,Retail,"$145,321.00",2,"$1,000,000.00","$1,000.00",0,0,3,"$25,000.00","$1,000.00","$1,000.00",5,$118.75,$0.55,$79.00,$0.00,$1.69,$259.19,$414.16,$0.00,$376.66,"$1,250.00",1,1,1,$0.55
Ontario,5433,Retail,"$100,000.00",1,"$1,000,000.00","$1,000.00",0,0,4,"$100,000.00","$1,000.00","$1,000.00",4,$66.39,$3.35,$100.00,$0.00,$15.78,$337.05,$31.09,$696.35,$0.00,"$1,250.00",1,1,1,$3.35
Ontario,5932,Retail,"$1,000,000.00",6,"$2,000,000.00","$1,000.00",0,0,4,"$100,000.00","$1,000.00","$5,000.00",2,$170.52,$3.53,$80.00,$0.00,$68.86,$144.15,"$2,805.26",$0.00,$397.52,"$3,669.83",0.9405,0.8712,0.8526,$3.53
Ontario,5694,Retail,"$300,000.00",2,"$3,000,000.00","$1,000.00",0,0,3,"$50,000.00","$1,000.00","$1,000.00",4,$80.03,$0.58,$84.00,$0.00,$0.00,$141.89,"$1,444.26",$0.00,$245.04,"$1,995.80",1.02375,0.962836875,0.8892,$0.58
Ontario,5992,Retail,"$100,000.00",2,"$1,000,000.00","$1,000.00",0,0,4,"$250,000.00","$1,000.00","$1,000.00",4,$114.33,$3.40,$210.00,$0.00,$0.00,$546.96,$336.27,$0.00,$39.04,"$1,250.00",0.975,1.287667631,1.05072,$3.40
Ontario,5422,Retail,"$200,000.00",1,"$1,000,000.00","$1,000.00",0,0,3,"$25,000.00","$1,000.00","$1,000.00",4,$41.68,$2.10,$79.00,$0.00,$0.00,$80.61,$804.05,$0.00,$242.56,"$1,250.00",0.975,0.875723063,0.8424486,$2.10
Ontario,5996,Retail,"$200,000.00",6,"$2,000,000.00","$1,000.00",0,0,5,"$50,000.00","$1,000.00","$1,000.00",4,$195.98,$2.70,$84.00,$0.00,$16.00,$154.00,$640.92,$0.00,$156.40,"$1,250.00",0.975,0.975,0.96,$2.70
Ontario,5992,Retail,"$50,000.00",16,"$2,000,000.00","$1,000.00",0,0,3,"$25,000.00","$1,000.00","$1,000.00",2,$811.59,$0.53,$79.00,$0.00,$0.00,$94.48,$227.50,$0.00,$36.91,"$1,250.00",0.975,0.975,0.96,$0.53
Ontario,5422,Retail,"$100,000.00",2,"$2,000,000.00","$5,000.00",0,0,3,"$400,000.00","$1,000.00","$1,000.00",4,$96.25,$11.84,$273.00,$0.00,$26.99,$510.05,$289.79,$0.00,$42.09,"$1,250.00",0.975,0.975,0.96,$11.84
Ontario,5422,Retail,"$100,000.00",2,"$2,000,000.00","$1,000.00",0,0,3,"$500,000.00","$1,000.00","$1,000.00",5,$86.40,$13.45,$326.00,$0.00,$63.45,"$1,689.12",$260.13,$0.00,$111.51,"$2,550.06",0.975,0.975,0.96,$13.45
Ontario,5932,Retail,"$300,000.00",16,"$2,000,000.00","$1,000.00",0,0,3,"$300,000.00","$1,000.00","$1,000.00",2,$450.00,$5.13,$231.00,$0.00,$0.00,$413.34,$966.00,$0.00,$103.33,"$2,168.80",1,1,1,$5.13
Ontario,5422,Retail,"$100,000.00",1,"$1,000,000.00","$1,000.00",0,0,3,"$25,000.00","$1,000.00","$1,000.00",4,$78.18,$3.43,$79.00,$0.00,$16.03,$151.22,$725.54,$0.00,$196.59,"$1,250.00",1,1,1,$3.43
Ontario,5694,Retail,"$10,000.00",6,"$2,000,000.00","$1,000.00",0,0,5,"$25,000.00","$1,000.00","$1,000.00",5,$397.54,$0.57,$79.00,$0.00,$0.00,$619.50,$91.44,$0.00,$61.95,"$1,250.00",1,1,1,$0.57
Quebec,5990,Retail,"$100,000.00",2,"$2,000,000.00","$1,000.00",0,0,5,"$25,000.00","$1,000.00","$1,000.00",4,$203.84,$6.93,$79.00,$0.00,$0.00,$177.97,$604.28,$0.00,$177.97,"$1,250.00",1,1,1,$6.93
Ontario,5693,Retail,"$100,000.00",6,"$2,000,000.00","$1,000.00",0,0,3,"$25,000.00","$1,000.00","$1,000.00",4,$395.13,$0.37,$79.00,$0.00,$0.00,$124.19,$527.11,$0.00,$124.19,"$1,250.00",1,1,1,$0.37
Ontario,5694,Retail,"$300,000.00",1,"$2,000,000.00","$1,000.00",0,0,3,"$25,000.00","$1,000.00","$1,000.00",4,$25.00,$0.29,$79.00,$0.00,$0.00,$79.79,"$1,380.00",$0.00,$239.36,"$1,803.43",1,1,1,$0.29
Ontario,5994,Retail,"$500,000.00",2,"$2,000,000.00","$1,000.00",0,0,3,"$25,000.00","$1,000.00","$1,000.00",4,$90.00,$1.08,$79.00,$0.00,$0.00,$48.36,"$1,610.00",$0.00,$241.78,"$2,070.21",1,1,1,$1.08
Ontario,5932,Retail,"$300,000.00",16,"$2,000,000.00","$1,000.00",0,0,3,"$25,000.00","$1,000.00","$1,000.00",4,$450.00,$0.43,$79.00,$0.00,$0.00,$62.86,$966.00,$0.00,$188.59,"$1,746.87",1,1,1,$0.43
Ontario,5694,Retail,"$300,000.00",2,"$2,000,000.00","$1,000.00",0,0,3,"$25,000.00","$1,000.00","$1,000.00",4,$90.00,$1.15,$79.00,$0.00,$1.54,$79.79,"$1,380.00",$0.00,$239.36,"$1,870.83",1,1,1,$1.15
Ontario,5422,Retail,"$300,000.00",2,"$2,000,000.00","$1,000.00",0,0,4,"$25,000.00","$1,000.00","$1,000.00",4,$93.45,$0.44,$79.00,$0.00,$0.00,$50.21,$831.09,$0.00,$195.82,"$1,250.00",1,1,1,$0.44
Ontario,5422,Retail,"$234,232.00",11,"$5,000,000.00","$1,000.00",0,0,3,"$250,000.00","$1,000.00","$1,000.00",4,$325.00,$2.70,$210.00,$0.00,$0.00,$331.20,$760.79,$0.00,$100.85,"$1,730.53",1,1,1,$2.70
Ontario,5422,Retail,"$78,439.00",16,"$2,000,000.00","$1,000.00",0,0,3,"$25,000.00","$1,000.00","$1,000.00",4,$695.91,$0.42,$79.00,$0.00,$0.00,$74.78,$323.64,$0.00,$76.25,"$1,250.00",1,1,1,$0.42
Ontario,5422,Retail,"$132,112.00",11,"$2,000,000.00","$1,000.00",0,0,3,"$25,000.00","$1,000.00","$1,000.00",5,$349.67,$0.29,$79.00,$0.00,$0.00,$162.58,$379.23,$0.00,$279.23,"$1,250.00",1,1,1,$0.29
Ontario,5422,Retail,"$123,123.00",11,"$2,000,000.00","$1,000.00",0,0,3,"$25,000.00","$1,000.00","$1,000.00",4,$488.22,$0.40,$79.00,$0.00,$0.00,$72.64,$493.47,$0.00,$116.27,"$1,250.00",1,1,1,$0.40
Ontario,5422,Retail,"$200,000.00",2,"$2,000,000.00","$1,000.00",0,0,3,"$25,000.00","$1,000.00","$1,000.00",4,$131.68,$1.68,$79.00,$0.00,$2.25,$70.75,$780.70,$0.00,$183.94,"$1,250.00",1,1,1,$1.68
Quebec,5431,Retail,"$500,000.00",2,"$1,000,000.00","$1,000.00",0,0,4,"$500,000.00","$1,000.00","$1,000.00",4,$90.00,$41.08,$326.00,$0.00,$0.00,$563.04,"$1,400.00",$0.00,$140.76,"$2,560.88",1,1,1,$41.08
Ontario,5092,Wholesale,"$500,000.00",6,"$2,000,000.00","$1,000.00",0,0,4,"$500,000.00","$1,000.00","$1,000.00",4,$140.76,$0.00,$326.00,$0.00,$0.00,$731.95,$200.00,$582.19,$226.41,"$2,207.31",1,1,1,$0.00
Ontario,5232,Wholesale,"$50,000.00",6,"$2,000,000.00","$1,000.00",0,0,3,"$25,000.00","$1,000.00","$1,000.00",4,$613.56,$2.02,$79.00,$0.00,$40.34,$192.85,$178.60,$69.46,$74.17,"$1,250.00",1,1,1,$2.02
